EVENT_PK_SEQ,NET_PK_SEQ,CRUISE_NAME,STATION,EVENT_NUMBER,NET_NUMBER,GEAR,GEAR_VOLUME_FILTERED,SAMPLE_JAR_COUNT,SAMPLE_TYPE,SAMPLE_SPLIT_FACTOR,FLOWMETER_NUMBER,FLOWMETER_CALIBRATION_DATE,FLOWMETER_CALIBRATION_FACTOR,FLOWMETER_REVOLUTIONS,PRESERVATIVE,FLAG_SEASON,FLAG_FLOWMETER_DIFF,FLAG_DEPTH,FLAG_REGION,FLAG_CLOGGING,FLAG_ZOO_ANALYZED,FLAG_EGGS_ANALYZED,FLAG_ICHTHYO_ANALYZED,FLAG_SAMPLE_INTACT,NET_COMMENT,DOE,DOC,UOE,UOC,BIO_VOLUME_ZOO_QUICK,ICH_HAUL_FCTR,ICH_HAUL_FCTR_LOCK,NET_DEPTH_MAX,NET_DEPTH_MIN,NET_DEPTH_MEAN,NET_DEPTH_START,NET_DEPTH_END,EGG_HAUL_FCTR,EGG_HAUL_FCTR_LOCK,ICH_QUARTER_PROC_FLAG
70598,74039,HB1603,0010,12,2,6B3,313.385,1,M,,2697,01-FEB-16,0.26873,3991,F5,1,1,,1,N,I,S,I,Y,,11-JAN-17,05-MAR-18,PLANKTON,PLANKTON,,6.48,,,,,,,,,
70599,74040,HB1603,0011,13,1,6B3I,368.861,1,I,,14273,05-JAN-06,0.2892,4365,E95,1,1,,1,N,,,,Y,,11-JAN-17,28-JUN-17,PLANKTON,PLANKTON,,5.96,,,,,,,,,
70599,74041,HB1603,0011,13,2,6B3,305.768,1,M,,2697,01-FEB-16,0.26873,3894,F5,1,1,,1,N,I,S,I,Y,,11-JAN-17,05-MAR-18,PLANKTON,PLANKTON,,7.19,,,,,,,,,
70600,74042,HB1603,0012,16,1,6B3I,574.544,1,I,,14273,05-JAN-06,0.2892,6799,E95,1,1,,1,N,,,,Y,,11-JAN-17,28-JUN-17,PLANKTON,PLANKTON,,3.53,,,,,,,,,
70600,74043,HB1603,0012,16,2,6B3,481.502,1,M,,2697,01-FEB-16,0.26873,6132,F5,1,1,,1,N,I,S,I,Y,,11-JAN-17,05-MAR-18,PLANKTON,PLANKTON,,4.22,,,,,,,,,
70601,74044,HB1603,0014,18,1,6B3I,343.763,1,I,,14273,05-JAN-06,0.2892,4068,E95,1,1,,1,N,,,,Y,,11-JAN-17,28-JUN-17,PLANKTON,PLANKTON,,5.7,,,,,,,,,
70601,74045,HB1603,0014,18,2,6B3,289.75,1,M,,2697,01-FEB-16,0.26873,3690,F5,1,1,,1,N,I,S,I,Y,,11-JAN-17,05-MAR-18,PLANKTON,PLANKTON,,6.76,,,,,,,,,
70602,74046,HB1603,0015,19,1,6B3I,297.793,1,I,,14273,05-JAN-06,0.2892,3524,E95,1,,,1,N,,,,Y,,11-JAN-17,28-JUN-17,PLANKTON,PLANKTON,,6.78,,,,,,,,,
70602,74047,HB1603,0015,19,2,6B3,270.04,1,M,,2697,01-FEB-16,0.26873,3439,F5,1,,,1,N,I,S,I,Y,,11-JAN-17,05-MAR-18,PLANKTON,PLANKTON,,7.48,,,,,,,,,
70603,74048,HB1603,0016,22,1,6B3I,190.895,1,I,,14273,05-JAN-06,0.2892,2259,E95,1,1,,1,N,,,,Y,,11-JAN-17,28-JUN-17,PLANKTON,PLANKTON,,11.05,,,,,,,,,
70603,74049,HB1603,0016,22,2,6B3,238.867,1,M,,2697,01-FEB-16,0.26873,3042,F5,1,1,,1,N,I,S,I,Y,,11-JAN-17,05-MAR-18,PLANKTON,PLANKTON,,8.83,,,,,,,,,
70604,74050,HB1603,0017,23,1,6B3I,199.853,1,I,,14273,05-JAN-06,0.2892,2365,E95,1,1,,1,N,,,,Y,,11-JAN-17,28-JUN-17,PLANKTON,PLANKTON,,10.61,,,,,,,,,
70604,74051,HB1603,0017,23,2,6B3,219.236,1,M,,2697,01-FEB-16,0.26873,2792,F5,1,1,,1,N,I,S,I,Y,,11-JAN-17,05-MAR-18,PLANKTON,PLANKTON,,9.67,,,,,,,,,
70605,74052,HB1603,0018,26,1,6B3I,388.72,1,I,,14273,05-JAN-06,0.2892,4600,E95,1,,,1,N,,,,Y,,11-JAN-17,28-JUN-17,PLANKTON,PLANKTON,,5.25,,,,,,,,,
70605,74053,HB1603,0018,26,2,6B3,341.496,1,M,,2697,01-FEB-16,0.26873,4349,F5,1,,,1,N,I,S,I,Y,,11-JAN-17,05-MAR-18,PLANKTON,PLANKTON,,5.97,,,,,,,,,
70606,74054,HB1603,0020,28,1,6B3I,396.578,1,I,,14273,05-JAN-06,0.2892,4693,E95,1,,,1,N,,,,Y,,11-JAN-17,28-JUN-17,PLANKTON,PLANKTON,,5.07,,,,,,,,,
70606,74055,HB1603,0020,28,2,6B3,361.912,1,M,,2697,01-FEB-16,0.26873,4609,F5,1,,,1,N,I,S,I,Y,,11-JAN-17,05-MAR-18,PLANKTON,PLANKTON,,5.55,,,,,,,,,
70607,74056,HB1603,0021,29,1,6B3I,966.644,1,I,,14273,05-JAN-06,0.2892,11439,E95,1,,,1,N,,,,Y,,11-JAN-17,28-JUN-17,PLANKTON,PLANKTON,,2.03,,,,,,,,,
70607,74057,HB1603,0021,29,2,6B3,874.667,0,M,,2697,01-FEB-16,0.26873,11139,F5,1,,,1,N,,,,Y,,11-JAN-17,28-JUN-17,PLANKTON,PLANKTON,,2.24,,,,,,,,,
70608,74058,HB1603,0022,31,1,6B3I,155.234,1,I,,14273,05-JAN-06,0.2892,1837,E95,1,,,1,N,,,,Y,,11-JAN-17,28-JUN-17,PLANKTON,PLANKTON,,4.38,,,,,,,,,
70608,74059,HB1603,0022,31,2,6B3,140.792,1,M,,2697,01-FEB-16,0.26873,1793,F5,1,,,1,N,I,S,I,Y,,11-JAN-17,05-MAR-18,PLANKTON,PLANKTON,,4.83,,,,,,,,,
70609,74060,HB1603,0023,33,1,6B3I,379.762,1,I,,14273,05-JAN-06,0.2892,4494,E95,1,,,1,N,,,,Y,,11-JAN-17,28-JUN-17,PLANKTON,PLANKTON,,5.37,,,,,,,,,
70609,74061,HB1603,0023,33,2,6B3,342.124,1,M,,2697,01-FEB-16,0.26873,4357,F5,1,,,1,N,I,S,I,Y,,11-JAN-17,05-MAR-18,PLANKTON,PLANKTON,,5.96,,,,,,,,,
70610,74062,HB1603,0026,37,1,6B3I,273.625,1,I,,14273,05-JAN-06,0.2892,3238,E95,1,,,1,N,,,,Y,,11-JAN-17,28-JUN-17,PLANKTON,PLANKTON,,7.46,,,,,,,,,
70610,74063,HB1603,0026,37,2,6B3,244.913,1,M,,2697,01-FEB-16,0.26873,3119,F5,1,,,1,N,I,S,I,Y,,11-JAN-17,05-MAR-18,PLANKTON,PLANKTON,,8.33,,,,,,,,,
70611,74064,HB1603,0027,39,1,2N3,,2,M,,,,,,F5,1,,1,1,N,,,,Y,,11-JAN-17,11-JAN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70612,74065,HB1603,0027,40,1,6B3I,395.818,2,I,,14273,05-JAN-06,0.2892,4684,E95,1,,,1,N,,,,Y,,11-JAN-17,28-JUN-17,PLANKTON,PLANKTON,,5.13,,,,,,,,,
70612,74066,HB1603,0027,40,2,6B3,353.353,2,M,,2697,01-FEB-16,0.26873,4500,F5,1,,,1,N,I,S,I,Y, zooPPSI-Non major copepoda..
Copepoda=Copepoda naupli
,11-JAN-17,05-MAR-18,PLANKTON,PLANKTON,,5.74,,,,,,,,,
70613,74067,HB1603,0029,42,1,6B3I,124.475,1,I,,14273,05-JAN-06,0.2892,1473,E95,1,,,1,N,,,,Y,,11-JAN-17,28-JUN-17,PLANKTON,PLANKTON,,6.03,,,,,,,,,
70613,74068,HB1603,0029,42,2,6B3,112.916,1,M,,2697,01-FEB-16,0.26873,1438,F5,1,,,1,N,I,S,I,Y,,11-JAN-17,05-MAR-18,PLANKTON,PLANKTON,,6.64,,,,,,,,,
70614,74069,HB1603,0030,43,1,6B3I,261.287,1,I,,14273,05-JAN-06,0.2892,3092,E95,1,,,1,N,,,,Y,,11-JAN-17,28-JUN-17,PLANKTON,PLANKTON,,7.77,,,,,,,,,
70614,74070,HB1603,0030,43,2,6B3,236.04,1,M,,2697,01-FEB-16,0.26873,3006,F5,1,,,1,N,I,S,I,Y,,11-JAN-17,05-MAR-18,PLANKTON,PLANKTON,,8.6,,,,,,,,,
70615,74071,HB1603,0033,47,1,6B3I,301.342,1,I,,14273,05-JAN-06,0.2892,3566,E95,1,1,,1,N,,,,Y,,11-JAN-17,28-JUN-17,PLANKTON,PLANKTON,,6.77,,,,,,,,,
70615,74072,HB1603,0033,47,2,6B3,352.489,1,M,,2697,01-FEB-16,0.26873,4489,F5,1,1,,1,N,I,S,I,Y,,11-JAN-17,05-MAR-18,PLANKTON,PLANKTON,,5.79,,,,,,,,,
70616,74073,HB1603,0035,50,1,6B3I,338.608,1,I,,14273,05-JAN-06,0.2892,4007,E95,1,,,1,N,,,,Y,,11-JAN-17,28-JUN-17,PLANKTON,PLANKTON,,5.82,,,,,,,,,
70616,74074,HB1603,0035,50,2,6B3,313.935,1,M,,2697,01-FEB-16,0.26873,3998,F5,1,,,1,N,I,S,I,Y,,11-JAN-17,05-MAR-18,PLANKTON,PLANKTON,,6.28,,,,,,,,,
70617,74075,HB1603,0036,51,1,6B3I,298.046,1,I,,14273,05-JAN-06,0.2892,3527,E95,1,1,,1,N,,,,Y,,11-JAN-17,28-JUN-17,PLANKTON,PLANKTON,,6.91,,,,,,,,,
70617,74076,HB1603,0036,51,2,6B3,322.729,1,M,,2697,01-FEB-16,0.26873,4110,F5,1,1,,1,N,I,S,I,Y,,11-JAN-17,05-MAR-18,PLANKTON,PLANKTON,,6.38,,,,,,,,,
70618,74077,HB1603,0036,52,1,2N3,,1,M,,,,,,F5,1,,1,1,N,,,,Y,,11-JAN-17,11-JAN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70619,74078,HB1603,0037,53,1,6B3I,405.367,2,I,,14273,05-JAN-06,0.2892,4797,E95,1,,,1,N,,,,Y,,11-JAN-17,28-JUN-17,PLANKTON,PLANKTON,,5.01,,,,,,,,,
70619,74079,HB1603,0037,53,2,6B3,372.513,2,M,,2697,01-FEB-16,0.26873,4744,F5,1,,,1,N,I,S,I,Y,,11-JAN-17,05-MAR-18,PLANKTON,PLANKTON,,5.45,,,,,,,,,
70620,74080,HB1603,0037,54,1,2N3,,1,M,,,,,,F5,1,,1,1,N,,,,Y,,11-JAN-17,11-JAN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70621,74081,HB1603,0038,55,1,6B3I,289.765,2,I,,14273,05-JAN-06,0.2892,3429,E95,1,1,,1,N,,,,Y,,11-JAN-17,28-JUN-17,PLANKTON,PLANKTON,,7.01,,,,,,,,,
70621,74082,HB1603,0038,55,2,6B3,334.665,2,M,,2697,01-FEB-16,0.26873,4262,F5,1,1,,1,N,I,S,I,Y,,11-JAN-17,05-MAR-18,PLANKTON,PLANKTON,,6.07,,,,,,,,,
70622,74083,HB1603,0038,56,1,2N3,,1,M,,,,,,F5,1,,1,1,N,,,,Y,,11-JAN-17,11-JAN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70623,74084,HB1603,0042,60,1,6B3I,396.071,1,I,,14273,05-JAN-06,0.2892,4687,E95,1,,,1,N,,,,Y,,11-JAN-17,28-JUN-17,PLANKTON,PLANKTON,,5.13,,,,,,,,,
70623,74085,HB1603,0042,60,2,6B3,362.854,1,M,,2697,01-FEB-16,0.26873,4621,F5,1,,,1,N,I,S,I,Y,,11-JAN-17,05-MAR-18,PLANKTON,PLANKTON,,5.59,,,,,,,,,
70624,74086,HB1603,0043,61,1,6B3I,522.49,1,I,,14273,05-JAN-06,0.2892,6183,E95,1,,,1,N,,,,Y,,11-JAN-17,28-JUN-17,PLANKTON,PLANKTON,,3.92,,,,,,,,,
70624,74087,HB1603,0043,61,2,6B3,478.676,1,M,,2697,01-FEB-16,0.26873,6096,F5,1,,,1,N,I,S,I,Y,,11-JAN-17,05-MAR-18,PLANKTON,PLANKTON,,4.28,,,,,,,,,
70625,74088,HB1603,0043,62,1,2N3,,1,M,,,,,,F5,1,,1,1,N,,,,Y,,11-JAN-17,11-JAN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70626,74089,HB1603,0044,63,1,6B3I,338.355,1,I,,14273,05-JAN-06,0.2892,4004,E95,1,,,1,N,,,,Y,,11-JAN-17,28-JUN-17,PLANKTON,PLANKTON,,6,,,,,,,,,
70626,74090,HB1603,0044,63,2,6B3,308.281,1,M,,2697,01-FEB-16,0.26873,3926,F5,1,,,1,N,I,S,I,Y,,11-JAN-17,05-MAR-18,PLANKTON,PLANKTON,,6.58,,,,,,,,,
70627,74091,HB1603,0044,64,1,2N3,,1,M,,,,,,F5,1,,1,1,N,,,,Y,,11-JAN-17,11-JAN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70628,74092,HB1603,0045,66,1,6B3I,352.805,1,I,,14273,05-JAN-06,0.2892,4175,E95,1,,,1,N,,,,Y,,11-JAN-17,28-JUN-17,PLANKTON,PLANKTON,,5.7,,,,,,,,,
70628,74093,HB1603,0045,66,2,6B3,321.473,1,M,,2697,01-FEB-16,0.26873,4094,F5,1,,,1,N,I,S,I,Y,,11-JAN-17,05-MAR-18,PLANKTON,PLANKTON,,6.25,,,,,,,,,
70629,74094,HB1603,0045,67,1,2N3,,1,M,,,,,,F5,1,,1,1,N,,,,Y,,11-JAN-17,11-JAN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70630,74095,HB1603,0049,71,1,6B3I,558.32,1,I,,14273,05-JAN-06,0.2892,6607,E95,1,,,1,N,,,,Y,,11-JAN-17,28-JUN-17,PLANKTON,PLANKTON,,3.6,,,,,,,,,
70630,74096,HB1603,0049,71,2,6B3,511.42,1,M,,2697,01-FEB-16,0.26873,6513,F5,1,,,1,N,I,S,I,Y, zooPPSI-Non major organisms..
Calanoida=  C.damaged-4
Copepoda= C. nauplii

,11-JAN-17,05-MAR-18,PLANKTON,PLANKTON,,3.93,,,,,,,,,
70631,74097,HB1603,0050,72,1,6B3I,510.152,1,I,,14273,05-JAN-06,0.2892,6037,E95,1,,,1,N,,,,Y,,11-JAN-17,28-JUN-17,PLANKTON,PLANKTON,,4,,,,,,,,,
70631,74098,HB1603,0050,72,2,6B3,465.327,1,M,,2697,01-FEB-16,0.26873,5926,F5,1,,,1,N,I,S,I,Y,,11-JAN-17,05-MAR-18,PLANKTON,PLANKTON,,4.38,,,,,,,,,
70632,74099,HB1603,0050,73,1,2N3,,1,M,,,,,,F5,1,,1,1,N,,,,Y,,11-JAN-17,11-JAN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70633,74100,HB1603,0051,74,1,2N3,,1,M,,,,,,F5,1,,1,1,N,,,,Y,,11-JAN-17,11-JAN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70634,74101,HB1603,0051,75,1,6B3I,241.006,1,I,,14273,05-JAN-06,0.2892,2852,E95,1,,,1,N,,,,Y,,11-JAN-17,28-JUN-17,PLANKTON,PLANKTON,,8.51,,,,,,,,,
70634,74102,HB1603,0051,75,2,6B3,217.116,1,M,,2697,01-FEB-16,0.26873,2765,F5,1,,,1,N,I,S,I,Y,,11-JAN-17,05-MAR-18,PLANKTON,PLANKTON,,9.44,,,,,,,,,
70635,74103,HB1603,0052,76,1,6B3I,289.343,1,I,,14273,05-JAN-06,0.2892,3424,E95,1,,,1,N,,,,Y,,11-JAN-17,28-JUN-17,PLANKTON,PLANKTON,,7.09,,,,,,,,,
70635,74104,HB1603,0052,76,2,6B3,262.188,1,M,,2697,01-FEB-16,0.26873,3339,F5,1,,,1,N,I,S,I,Y,,11-JAN-17,05-MAR-18,PLANKTON,PLANKTON,,7.82,,,,,,,,,
70636,74105,HB1603,0052,77,1,2N3,,1,M,,,,,,F5,1,,1,1,N,,,,Y,,11-JAN-17,11-JAN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70637,74106,HB1603,0053,78,1,6B3I,310.131,1,I,,14273,05-JAN-06,0.2892,3670,E95,1,,,1,N,,,,Y,,11-JAN-17,28-JUN-17,PLANKTON,PLANKTON,,6.58,,,,,,,,,
70637,74107,HB1603,0053,78,2,6B3,282.133,1,M,,2697,01-FEB-16,0.26873,3593,F5,1,,,1,N,I,S,I,Y,,11-JAN-17,05-MAR-18,PLANKTON,PLANKTON,,7.23,,,,,,,,,
70638,74108,HB1603,0053,79,1,2N3,,1,M,,,,,,F5,1,,1,1,N,,,,Y,,11-JAN-17,11-JAN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70639,74109,HB1603,0056,82,1,6B3I,398.437,1,I,,14273,05-JAN-06,0.2892,4715,E95,1,,,1,N,,,,Y,,11-JAN-17,28-JUN-17,PLANKTON,PLANKTON,,5.07,,,,,,,,,
70639,74110,HB1603,0056,82,2,6B3,360.499,1,M,,2697,01-FEB-16,0.26873,4591,F5,1,,,1,N,I,S,I,Y,,11-JAN-17,05-MAR-18,PLANKTON,PLANKTON,,5.6,,,,,,,,,
70640,74111,HB1603,0057,83,1,6B3I,362.101,1,I,,14273,05-JAN-06,0.2892,4285,E95,1,,1,1,N,,,,Y,,11-JAN-17,28-JUN-17,PLANKTON,PLANKTON,,4.69,,,,,,,,,
70640,74112,HB1603,0057,83,2,6B3,324.457,1,M,,2697,01-FEB-16,0.26873,4132,F5,1,,1,1,N,I,S,I,Y, zooPPSI-Non major copeoda...
Copepoda= C.naupli-1,11-JAN-17,05-MAR-18,PLANKTON,PLANKTON,,5.24,,,,,,,,,
70641,74113,HB1603,0059,85,1,6B3I,190.219,1,I,,14273,05-JAN-06,0.2892,2251,E95,1,,,1,N,,,,Y,,11-JAN-17,28-JUN-17,PLANKTON,PLANKTON,,2.63,,,,,,,,,
70641,74114,HB1603,0059,85,2,6B3,171.337,1,M,,2697,01-FEB-16,0.26873,2182,F5,1,,,1,N,I,S,I,Y,,11-JAN-17,05-MAR-18,PLANKTON,PLANKTON,,2.92,,,,,,,,,
70642,74115,HB1603,0060,87,1,6B3I,112.813,1,I,,14273,05-JAN-06,0.2892,1335,E95,1,,,1,N,,,,Y,,11-JAN-17,28-JUN-17,PLANKTON,PLANKTON,,1.68,,,,,,,,,
70642,74116,HB1603,0060,87,2,6B3,102.394,1,M,,2697,01-FEB-16,0.26873,1304,F5,1,,,1,N,I,S,I,Y,,11-JAN-17,05-MAR-18,PLANKTON,PLANKTON,,1.86,,,,,,,,,
70643,74117,HB1603,0061,88,1,6B3I,131.489,1,I,,14273,05-JAN-06,0.2892,1556,E95,1,,,1,N,,,,Y,,11-JAN-17,28-JUN-17,PLANKTON,PLANKTON,,1.22,,,,,,,,,
70643,74118,HB1603,0061,88,2,6B3,119.433,1,M,,2697,01-FEB-16,0.26873,1521,F5,1,,,1,N,I,S,I,Y,,11-JAN-17,05-MAR-18,PLANKTON,PLANKTON,,1.34,,,,,,,,,
70644,74119,HB1603,0066,93,1,6B3I,117.714,1,I,,14273,05-JAN-06,0.2892,1393,E95,1,,,1,N,,,,Y,,11-JAN-17,28-JUN-17,PLANKTON,PLANKTON,,2.38,,,,,,,,,
70644,74120,HB1603,0066,93,2,6B3,106.791,1,M,,2697,01-FEB-16,0.26873,1360,F5,1,,,1,N,I,S,I,Y,,11-JAN-17,05-MAR-18,PLANKTON,PLANKTON,,5.24,,,,,,,,,
70645,74121,HB1603,0067,95,1,6B3I,99.884,1,I,,14273,05-JAN-06,0.2892,1182,E95,1,,,1,N,,,,Y,,11-JAN-17,28-JUN-17,PLANKTON,PLANKTON,,1.6,,,,,,,,,
70645,74122,HB1603,0067,95,2,6B3,93.599,1,M,,2697,01-FEB-16,0.26873,1192,F5,1,,,1,N,I,S,I,Y,,11-JAN-17,05-MAR-18,PLANKTON,PLANKTON,,1.71,,,,,,,,,
70646,74123,HB1603,0068,96,1,6B3I,141.798,1,I,,14273,05-JAN-06,0.2892,1678,E95,1,,,1,N,,,,Y,,11-JAN-17,28-JUN-17,PLANKTON,PLANKTON,,3.67,,,,,,,,,
70646,74124,HB1603,0068,96,2,6B3,129.17,1,M,,2697,01-FEB-16,0.26873,1645,F5,1,,,1,N,I,S,I,Y,,11-JAN-17,05-MAR-18,PLANKTON,PLANKTON,,4.03,,,,,,,,,
70647,74125,HB1603,0069,97,1,6B3I,181.093,1,I,,14273,05-JAN-06,0.2892,2143,E95,1,,,1,N,,,,Y,,11-JAN-17,28-JUN-17,PLANKTON,PLANKTON,,4.36,,,,,,,,,
70647,74126,HB1603,0069,97,2,6B3,164.034,1,M,,2697,01-FEB-16,0.26873,2089,F5,1,,,1,N,I,S,I,Y,,11-JAN-17,05-MAR-18,PLANKTON,PLANKTON,,4.82,,,,,,,,,
70648,74127,HB1603,0070,99,1,6B3I,345.96,1,I,,14273,05-JAN-06,0.2892,4094,E95,1,,,1,N,,,,Y,,11-JAN-17,28-JUN-17,PLANKTON,PLANKTON,,5.87,,,,,,,,,
70648,74128,HB1603,0070,99,2,6B3,314.092,1,M,,2697,01-FEB-16,0.26873,4000,F5,1,,,1,N,I,S,I,Y,,11-JAN-17,05-MAR-18,PLANKTON,PLANKTON,,6.46,,,,,,,,,
70649,74129,HB1603,0071,100,1,6B3I,493.758,1,I,,14273,05-JAN-06,0.2892,5843,E95,1,,,1,N,,,,Y,,11-JAN-17,28-JUN-17,PLANKTON,PLANKTON,,4.09,,,,,,,,,
70649,74130,HB1603,0071,100,2,6B3,480.168,1,M,,2697,01-FEB-16,0.26873,6115,F5,1,,,1,N,I,S,I,Y,,11-JAN-17,05-MAR-18,PLANKTON,PLANKTON,,4.21,,,,,,,,,
70650,74131,HB1603,0072,101,1,6B3I,205.599,1,I,,14273,05-JAN-06,0.2892,2433,E95,1,,,1,N,,,,Y,,11-JAN-17,28-JUN-17,PLANKTON,PLANKTON,,4.47,,,,,,,,,
70650,74132,HB1603,0072,101,2,6B3,187.12,1,M,,2697,01-FEB-16,0.26873,2383,F5,1,,,1,N,I,S,I,Y,,11-JAN-17,05-MAR-18,PLANKTON,PLANKTON,,4.92,,,,,,,,,
70651,74133,HB1603,0073,103,1,6B3I,440.352,1,I,,14273,05-JAN-06,0.2892,5211,E95,1,,,1,N,,,,Y,,11-JAN-17,28-JUN-17,PLANKTON,PLANKTON,,4.88,,,,,,,,,
70651,74134,HB1603,0073,103,2,6B3,400.545,1,M,,2697,01-FEB-16,0.26873,5101,F5,1,,,1,N,I,S,I,Y,,11-JAN-17,05-MAR-18,PLANKTON,PLANKTON,,5.37,,,,,,,,,
70652,74135,HB1603,0074,104,1,6B3I,206.866,1,I,,14273,05-JAN-06,0.2892,2448,E95,1,,,1,N,,,,Y,,11-JAN-17,28-JUN-17,PLANKTON,PLANKTON,,5.46,,,,,,,,,
70652,74136,HB1603,0074,104,2,6B3,187.905,1,M,,2697,01-FEB-16,0.26873,2393,F5,1,,,1,N,I,S,I,Y,,11-JAN-17,05-MAR-18,PLANKTON,PLANKTON,,6.01,,,,,,,,,
70653,74137,HB1603,0079,109,1,6B3I,381.283,1,I,,14273,05-JAN-06,0.2892,4512,E95,1,,,1,N,,,,Y,,11-JAN-17,28-JUN-17,PLANKTON,PLANKTON,,5.32,,,,,,,,,
70653,74138,HB1603,0079,109,2,6B3,341.104,1,M,,2697,01-FEB-16,0.26873,4344,F5,1,,,1,N,I,S,I,Y,,11-JAN-17,05-MAR-18,PLANKTON,PLANKTON,,5.95,,,,,,,,,
70654,74139,HB1603,0080,110,1,6B3I,328.721,1,I,,14273,05-JAN-06,0.2892,3890,E95,1,,,1,L,,,,Y,,11-JAN-17,28-JUN-17,PLANKTON,PLANKTON,,5.23,,,,,,,,,
70654,74140,HB1603,0080,110,2,6B3,294.932,1,M,,2697,01-FEB-16,0.26873,3756,F5,1,,,1,L,I,S,I,Y,,11-JAN-17,05-MAR-18,PLANKTON,PLANKTON,,5.83,,,,,,,,,
70655,74141,HB1603,0085,115,1,6B3I,360.495,1,I,,14273,05-JAN-06,0.2892,4266,E95,1,,,1,N,,,,Y,,11-JAN-17,28-JUN-17,PLANKTON,PLANKTON,,5.55,,,,,,,,,
70655,74142,HB1603,0085,115,2,6B3,325.163,1,M,,2697,01-FEB-16,0.26873,4141,F5,1,,,1,N,I,S,I,Y,,11-JAN-17,05-MAR-18,PLANKTON,PLANKTON,,6.15,,,,,,,,,
70656,74143,HB1603,0086,116,1,6B3I,486.998,1,I,,14273,05-JAN-06,0.2892,5763,E95,1,,,1,N,,,,Y,,11-JAN-17,28-JUN-17,PLANKTON,PLANKTON,,4.15,,,,,,,,,
70656,74144,HB1603,0086,116,2,6B3,440.435,1,M,,2697,01-FEB-16,0.26873,5609,F5,1,,,1,N,I,S,I,Y,,11-JAN-17,05-MAR-18,PLANKTON,PLANKTON,,4.59,,,,,,,,,
70657,74145,HB1603,0088,118,1,2N3,,1,M,,,,,,F5,1,,1,1,N,,,,Y,,11-JAN-17,11-JAN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70658,74146,HB1603,0088,119,1,6B3I,431.056,1,I,,14273,05-JAN-06,0.2892,5101,E95,1,,,1,N,,,,Y,,11-JAN-17,28-JUN-17,PLANKTON,PLANKTON,,4.73,,,,,,,,,
70658,74147,HB1603,0088,119,2,6B3,399.289,1,M,,2697,01-FEB-16,0.26873,5085,F5,1,,,1,N,I,S,I,Y, zooPPSI-Non major copepoda..
Copepoda=C.nauplius,11-JAN-17,05-MAR-18,PLANKTON,PLANKTON,,5.11,,,,,,,,,
70659,74148,HB1603,0089,121,1,6B3I,313.257,1,I,,14273,05-JAN-06,0.2892,3707,E95,1,,,1,N,,,,Y,,11-JAN-17,28-JUN-17,PLANKTON,PLANKTON,,6.45,,,,,,,,,
70659,74149,HB1603,0089,121,2,6B3,282.211,1,M,,2697,01-FEB-16,0.26873,3594,F5,1,,,1,N,I,S,I,Y,,11-JAN-17,05-MAR-18,PLANKTON,PLANKTON,,7.16,,,,,,,,,
70660,74150,HB1603,0090,122,1,6B3I,431.732,1,I,,14273,05-JAN-06,0.2892,5109,E95,1,,,1,N,,,,Y,,11-JAN-17,28-JUN-17,PLANKTON,PLANKTON,,4.91,,,,,,,,,
70660,74151,HB1603,0090,122,2,6B3,399.917,1,M,,2697,01-FEB-16,0.26873,5093,F5,1,,,1,N,I,S,I,Y, zooPPSI-Non major copepoda..
Copepoda=C.naupli
,11-JAN-17,05-MAR-18,PLANKTON,PLANKTON,,5.3,,,,,,,,,
70661,74152,HB1603,0090,123,1,2N3,,1,M,,,,,,F5,1,,1,1,N,,,,Y,,11-JAN-17,11-JAN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70662,74153,HB1603,0095,128,1,6B3I,377.48,1,I,,14273,05-JAN-06,0.2892,4467,E95,1,,,1,N,,,,Y,,11-JAN-17,28-JUN-17,PLANKTON,PLANKTON,,5.32,,,,,,,,,
70662,74154,HB1603,0095,128,2,6B3,341.575,1,M,,2697,01-FEB-16,0.26873,4350,F5,1,,,1,N,I,S,I,Y,,11-JAN-17,05-MAR-18,PLANKTON,PLANKTON,,5.88,,,,,,,,,
70663,74155,HB1603,0096,129,1,6B3I,194.022,1,I,,14273,05-JAN-06,0.2892,2296,E95,1,,,1,N,,,,Y,,11-JAN-17,28-JUN-17,PLANKTON,PLANKTON,,4.59,,,,,,,,,
70663,74156,HB1603,0096,129,2,6B3,174.713,1,M,,2697,01-FEB-16,0.26873,2225,F5,1,,,1,N,I,S,I,Y,,11-JAN-17,05-MAR-18,PLANKTON,PLANKTON,,5.09,,,,,,,,,
70664,74157,HB1603,0099,132,1,6B3I,408.071,1,I,,14273,05-JAN-06,0.2892,4829,E95,1,,,1,N,,,,Y,,11-JAN-17,28-JUN-17,PLANKTON,PLANKTON,,5,,,,,,,,,
